Income,Expenses,Savings,Loan Amount,Credit Score,Investments,Age,Employment Status,Marital Status,Dependents
3885,5407,654,7522,758,38928,26,Employed,Single,4
5841,1776,2463,19187,752,20154,35,Retired,Single,4
10975,6601,284,15588,712,33609,48,Unemployed,Married,0
9565,6073,2565,12359,317,10766,69,Retired,Single,3
9083,6103,3801,15762,371,31058,52,Unemployed,Married,0
7870,5553,26,15577,677,2942,47,Employed,Married,1
5525,8312,2274,9970,654,12532,35,Employed,Single,3
12117,7573,3867,6510,450,21841,36,Employed,Married,4
7215,1641,3972,15005,560,44374,58,Retired,Married,1
4938,3217,1591,15919,379,30876,41,Employed,Single,2
14554,8813,3381,11561,405,2254,67,Retired,Single,1
6232,7214,4943,10349,822,34755,39,Unemployed,Married,3
6744,1899,1128,16435,702,15923,65,Unemployed,Married,3
9221,6263,4113,6058,429,32682,31,Unemployed,Married,0
6465,7755,2136,11553,470,41879,36,Employed,Married,3
3440,1738,156,3515,705,25339,46,Unemployed,Married,2
14803,4715,1289,3330,332,48592,39,Employed,Married,2
3461,9041,2181,1674,835,45861,47,Retired,Married,3
11803,5147,2511,11057,496,47508,32,Employed,Married,4
8413,6908,1771,17745,345,14118,38,Unemployed,Married,3
14663,7840,1155,8978,573,45679,43,Employed,Single,4
8755,3929,2788,16939,432,48769,53,Employed,Married,3
8012,5152,2976,15264,563,43277,29,Retired,Single,1
6163,7807,3499,14594,666,35139,24,Employed,Married,3
9752,6640,2913,9954,304,14163,28,Unemployed,Single,1
3005,4378,203,2112,568,34128,56,Employed,Single,4
7776,3035,1822,18594,720,9104,37,Employed,Married,3
10038,7754,1359,15523,645,15186,52,Unemployed,Single,4
9414,2448,2544,1701,368,9549,21,Employed,Single,2
8739,5441,441,2712,657,33262,19,Retired,Single,0
6970,8103,1315,2316,685,31078,37,Unemployed,Single,4
14050,2903,4037,14659,624,25168,64,Unemployed,Married,1
5606,9319,1148,6469,780,29466,37,Employed,Single,0
3098,5011,4966,1610,478,36551,29,Retired,Married,3
3525,4435,1198,6343,555,33831,34,Retired,Single,1
9337,6378,2916,15797,718,19612,35,Unemployed,Single,0
4180,9006,3885,9319,510,37617,57,Unemployed,Married,0
11067,9091,4175,9096,666,23716,41,Employed,Single,4
12881,6560,2859,8355,465,32926,25,Unemployed,Married,3
12330,4833,2962,9328,513,4938,54,Retired,Married,3
7491,3102,1367,4710,828,42539,58,Employed,Married,3
8922,9920,4665,2025,472,23697,47,Employed,Single,4
6071,3696,2909,105,428,13609,37,Retired,Single,4
8641,1610,2216,19476,302,14483,69,Retired,Married,3
14119,7523,3405,10213,369,11523,40,Unemployed,Married,0
10381,5659,3059,9344,351,27989,54,Retired,Single,3
5792,5367,2283,15842,736,35926,27,Employed,Single,4
7778,9141,4494,698,677,45729,50,Employed,Married,3
3014,6504,820,11462,393,40164,41,Retired,Single,4
5415,9704,3060,8938,385,3283,53,Unemployed,Married,3
5685,8577,2524,6071,817,7236,33,Employed,Single,0
14092,4761,4940,9152,729,41577,67,Unemployed,Married,0
12428,2162,2632,19875,342,45726,45,Retired,Single,4
11159,4890,2662,3297,669,4105,29,Unemployed,Single,4
10926,4518,2825,19361,703,37320,37,Employed,Single,1
7100,3402,4453,208,602,20859,64,Retired,Single,2
9374,5671,3129,19700,481,2838,35,Employed,Married,1
9004,1828,4014,7233,468,25797,54,Employed,Single,4
8521,7795,4616,1891,502,25437,43,Retired,Married,4
14412,5346,4488,14826,842,18279,63,Unemployed,Married,3
12799,1724,1666,3506,401,6913,24,Retired,Married,1
14755,4020,3400,2039,645,49640,60,Employed,Single,2
10155,9564,3582,19673,741,26560,64,Employed,Married,1
6297,5214,2200,9644,549,27208,38,Employed,Married,0
5633,3907,892,6645,482,36658,60,Retired,Married,0
6890,8183,3950,1617,601,48355,49,Retired,Married,1
14000,2310,983,8186,579,44003,24,Retired,Married,1
3791,8252,582,434,388,49491,40,Retired,Single,4
12191,4617,4115,10519,724,15646,37,Unemployed,Single,3
3151,6273,2640,18030,584,22061,37,Employed,Single,0
6063,4790,1973,11355,429,41214,49,Unemployed,Single,2
9367,3751,3417,14328,547,45597,43,Employed,Single,3
10904,6161,4114,5258,488,23873,53,Employed,Single,1
5091,6106,2415,12954,390,4458,41,Unemployed,Married,0
7599,7921,888,7190,464,38165,18,Retired,Married,1
10408,4552,1883,17824,847,23267,45,Employed,Married,0
5977,9707,4821,15596,629,15582,43,Retired,Single,2
3842,5951,3822,12470,840,33389,51,Unemployed,Married,3
6793,6425,146,10747,379,15823,43,Employed,Married,2
13262,4146,1716,12188,468,41856,53,Retired,Single,2
4659,4406,2477,7713,844,8406,22,Unemployed,Single,3
11789,3246,4943,380,392,31619,19,Employed,Single,3
8162,5809,1463,9016,678,8071,49,Unemployed,Single,2
13705,1948,2245,11567,508,22852,51,Retired,Single,1
9446,4512,1310,1637,493,46846,67,Employed,Married,3
7270,3068,4660,12479,563,49872,47,Employed,Married,2
6603,4991,368,524,546,38775,41,Employed,Single,2
9764,8810,1263,19491,747,43335,45,Unemployed,Single,2
4216,8383,2849,1093,820,23681,63,Unemployed,Single,1
5291,7484,2747,104,778,43493,20,Unemployed,Single,4
6811,8588,2565,18123,576,11144,67,Unemployed,Single,4
7993,6268,1818,19510,428,45217,27,Retired,Married,3
8142,2564,1887,18060,601,12183,23,Unemployed,Married,4
9862,5321,3783,10546,813,22074,51,Unemployed,Single,0
12123,2936,59,4916,659,20880,48,Unemployed,Single,3
13330,7597,544,12323,656,13349,69,Retired,Single,3
9533,3983,3064,19318,765,28493,60,Retired,Single,2
10526,9219,1230,13336,471,24610,67,Employed,Married,0
5978,6300,558,5156,387,10357,63,Unemployed,Single,4
8347,7882,1512,17426,799,5561,69,Employed,Single,3
10933,6329,669,11626,382,30844,30,Employed,Single,0
7595,7653,257,18229,816,8614,56,Retired,Married,1
14110,4294,1070,3501,621,3358,37,Retired,Married,1
13756,9112,1050,17925,764,32805,49,Employed,Single,2
9211,2597,4038,16850,440,12430,27,Employed,Single,0
12955,3138,4022,2944,435,17041,43,Unemployed,Married,3
5170,9955,144,15905,629,46871,36,Retired,Single,1
11527,1660,2634,1591,694,27726,46,Retired,Married,1
12368,7406,2569,13522,455,11267,30,Employed,Single,4
6021,9918,800,16153,338,12859,51,Retired,Married,4
11970,9964,1485,4072,581,46563,37,Employed,Married,0
10836,8581,3748,3572,837,11373,61,Employed,Single,4
4185,5912,2429,5978,843,25634,57,Retired,Single,0
6285,4657,2823,293,345,8257,35,Unemployed,Married,3
6447,3838,672,1338,543,23597,51,Retired,Single,3
6991,7088,3974,16151,846,43918,65,Employed,Single,3
13662,3101,3489,15380,749,42144,25,Employed,Single,4
12130,7388,4422,13045,577,24989,33,Unemployed,Single,4
7899,5218,1414,19859,705,20003,57,Employed,Married,2
4935,7046,3368,2498,345,31169,40,Unemployed,Married,1
11825,3425,4725,15113,819,43640,49,Retired,Married,3
12445,4415,3894,5728,570,48271,30,Unemployed,Single,4
12274,8398,3846,18877,537,17961,43,Employed,Single,1
13335,9943,2028,3088,466,13146,55,Employed,Single,3
4285,7152,1194,6281,675,46237,18,Unemployed,Single,3
11545,5001,2024,15186,500,42030,19,Retired,Married,1
10479,8774,1357,12839,531,1555,56,Unemployed,Single,1
8255,3102,2810,18481,745,43178,30,Employed,Married,4
4885,8859,568,19558,717,4640,44,Retired,Single,1
13010,2013,1945,16771,453,47136,21,Unemployed,Married,1
8062,9692,346,298,667,2912,58,Unemployed,Single,4
10066,8001,407,11652,386,20114,68,Unemployed,Married,3
13712,2402,4228,4061,829,39187,37,Employed,Single,1
6022,7219,3753,473,353,24922,20,Employed,Married,2
13776,9648,613,16161,341,49210,40,Employed,Single,0
8265,3821,105,5057,648,30500,19,Retired,Single,1
4547,2355,2218,13079,529,15429,33,Retired,Single,1
7204,2517,3799,11405,735,37684,27,Retired,Single,0
10590,6779,4357,16168,440,14687,45,Employed,Married,2
4368,9212,3913,5289,587,24712,61,Retired,Married,3
14529,6180,493,8640,621,15837,35,Retired,Married,2
4757,8572,3868,2221,741,49239,19,Unemployed,Single,0
12709,8124,4385,10174,466,13865,31,Employed,Single,1
7917,1695,3334,19995,762,45653,61,Unemployed,Single,3
6484,6194,3920,19026,755,13919,37,Employed,Single,2
14877,6151,1868,18304,372,36094,57,Employed,Married,2
6052,8491,1438,7075,569,36569,40,Retired,Married,3
13888,4197,1352,2316,518,22936,24,Unemployed,Married,2
11382,2557,44,17658,846,49787,62,Unemployed,Married,0
3932,6707,4910,13681,482,31961,64,Retired,Married,3
7237,4292,2380,14953,377,47301,31,Unemployed,Single,0
10240,1920,4560,4983,607,12022,54,Unemployed,Married,3
6238,4314,199,7834,627,16297,25,Employed,Married,0
13407,4340,4424,10498,720,18368,67,Unemployed,Married,1
3565,2531,2287,16643,535,21483,22,Unemployed,Married,1
8378,9139,4893,3206,761,7463,40,Employed,Single,2
8558,2991,4797,15820,838,14632,58,Retired,Single,3
12326,6475,2630,9704,337,30703,27,Employed,Single,3
3743,6447,2768,12930,725,18407,66,Retired,Married,0
11864,2009,2407,10320,733,47221,44,Retired,Married,2
14103,3359,3791,5178,658,46834,52,Employed,Married,2
11722,6561,3293,5358,330,42239,18,Employed,Single,3
8409,3358,2846,4507,504,18495,24,Retired,Single,1
14213,7107,3311,3508,480,26759,64,Employed,Single,3
11753,3565,2551,12902,339,22464,68,Employed,Married,3
8629,4466,1437,15238,722,21326,25,Unemployed,Single,4
9318,8273,126,6754,456,34039,28,Employed,Single,0
3301,9392,1620,8921,467,45939,51,Employed,Single,0
6767,5942,3319,11204,381,11533,69,Unemployed,Married,4
7280,4704,481,5516,401,13158,45,Retired,Married,2
10506,2075,4378,5799,388,21398,51,Retired,Single,0
11701,1698,2121,2929,644,41910,60,Employed,Single,2
9962,8923,3135,13885,609,17149,37,Employed,Single,1
8429,2865,2820,1530,739,38711,45,Retired,Single,2
10248,9334,2371,9302,458,18152,66,Employed,Married,0
6445,3498,238,16138,413,31772,59,Retired,Married,2
5203,6850,1420,715,835,45735,54,Retired,Single,1
5834,7944,340,9533,462,28307,20,Unemployed,Single,4
11986,2516,3350,7527,585,6166,26,Unemployed,Single,0
5479,5118,2993,19696,354,8589,69,Employed,Single,1
12715,1525,4987,7223,332,38566,39,Employed,Single,3
7856,5224,1486,13421,495,48986,42,Retired,Married,4
13386,4958,4557,14066,747,1464,19,Employed,Married,4
13720,8093,4075,11279,391,3600,40,Unemployed,Married,0
3434,8780,4893,16585,527,1916,68,Retired,Single,1
13230,9569,732,2140,585,10644,34,Retired,Single,3
4706,6246,3478,9248,534,7126,42,Employed,Married,1
11260,9089,161,3671,401,8151,29,Retired,Single,2
8725,8478,2495,8610,439,12660,44,Retired,Married,0
4904,4541,131,7370,565,1065,37,Retired,Single,2
10018,9265,1857,18982,641,27301,26,Unemployed,Married,2
6959,6904,1242,12022,834,13888,40,Retired,Married,4
14143,2071,3488,18328,822,43459,53,Unemployed,Single,4
9825,6480,671,2929,315,14999,45,Retired,Single,2
9347,2736,504,10959,635,8193,67,Employed,Single,1
9156,3880,2156,3383,689,29540,65,Employed,Married,0
5713,8677,1261,19924,469,12001,46,Retired,Married,0
14561,3017,292,16777,418,10078,59,Employed,Single,1
9194,3033,3650,11111,341,24949,49,Unemployed,Married,2
9512,7387,4923,15570,309,25245,29,Retired,Married,0
9867,9359,4282,7010,729,20131,47,Unemployed,Married,4
6727,4989,1059,8823,767,49520,28,Retired,Single,3
13596,6142,2303,321,348,33811,54,Unemployed,Married,4
14517,3650,2795,18077,506,32543,37,Employed,Single,1
6546,6819,1201,17447,813,37610,28,Unemployed,Single,3
5303,5266,3313,3111,509,5705,65,Unemployed,Married,0
6681,6460,2088,19645,438,19272,64,Employed,Married,0
10852,7561,3428,10985,336,32834,55,Employed,Single,3
6221,7357,2160,3086,517,14640,62,Retired,Married,0
7374,5987,4949,13435,755,17012,33,Retired,Married,3
4082,9250,718,12162,811,6883,52,Unemployed,Single,2
11637,2577,1846,19735,577,26295,67,Retired,Single,1
4592,2800,877,9150,479,18074,18,Unemployed,Married,4
8608,8149,3267,4143,816,49937,42,Retired,Married,3
8526,8681,4497,6332,429,7842,66,Employed,Single,3
8179,9638,63,6447,658,32556,44,Employed,Married,2
9472,4029,2699,9774,303,9301,69,Employed,Single,4
5775,4760,2933,7863,382,38326,49,Employed,Single,2
14245,1863,372,3176,453,32579,23,Unemployed,Single,2
4590,2345,4027,2416,805,26090,58,Employed,Single,1
9004,4532,305,7668,808,9828,53,Employed,Single,0
10230,2827,2514,8651,396,39080,56,Employed,Married,4
5231,4755,931,10486,581,1626,40,Employed,Married,2
8118,6636,1990,18695,837,33837,46,Retired,Single,0
9454,8608,3656,1229,728,24933,47,Unemployed,Single,0
10960,4737,1415,1530,842,22997,39,Unemployed,Single,0
4561,7168,361,12817,425,33591,28,Retired,Single,0
6646,7812,2768,9579,600,15432,43,Retired,Single,1
10596,6965,715,2797,842,29375,40,Unemployed,Single,1
10240,1998,1645,1363,666,11042,20,Unemployed,Married,2
7942,7562,542,4502,344,21703,65,Retired,Single,0
6238,4444,1547,16836,792,23345,23,Employed,Single,2
4600,9452,2241,13101,615,12070,24,Unemployed,Married,3
8700,7356,651,16961,488,12544,61,Retired,Married,1
9071,9338,1050,11204,351,9059,56,Employed,Single,1
13248,7577,4742,7317,631,40552,68,Employed,Single,4
3709,1635,1852,3264,798,19018,39,Retired,Single,3
5971,5533,3001,18315,617,15093,65,Unemployed,Single,1
13924,8200,3084,4242,709,45436,67,Unemployed,Single,0
3793,5613,2096,12693,622,3543,59,Employed,Single,0
6099,8046,802,16566,529,17118,50,Retired,Married,0
14047,9896,2654,637,643,8353,57,Employed,Single,2
9030,6094,1680,19389,670,14349,20,Employed,Single,1
8765,2061,1607,19856,591,1768,47,Employed,Married,2
3026,6900,3522,16908,736,15163,65,Retired,Single,1
9693,8833,2057,14202,546,16095,41,Unemployed,Married,4
14459,4814,2721,2370,518,3603,20,Employed,Married,2
8322,5460,4821,9476,833,1991,19,Unemployed,Married,1
11276,3711,2563,18019,818,27304,61,Unemployed,Single,4
8951,3871,3612,9915,771,43988,57,Retired,Married,1
6101,8474,202,10638,649,17872,36,Unemployed,Married,3
9609,4181,941,9773,343,9179,41,Unemployed,Single,2
12314,4306,588,10652,364,5152,67,Employed,Married,0
8309,3755,570,16963,545,28895,37,Retired,Married,4
3011,7882,3004,15743,370,27727,64,Retired,Married,4
10770,6399,195,3941,457,28180,66,Employed,Single,0
12940,4659,1345,8387,774,1734,67,Employed,Married,4
14301,7156,417,8524,324,6678,48,Unemployed,Married,0
13068,2952,1642,3091,522,37077,67,Unemployed,Single,0
13811,3822,1365,4718,459,25946,58,Retired,Married,1
8413,8597,8,8849,374,27649,48,Retired,Single,2
8774,3268,531,17636,437,48496,54,Unemployed,Married,3
3179,7596,4244,8715,778,5701,60,Employed,Single,4
3796,6685,1552,10456,602,29781,46,Retired,Single,1
10279,2669,1035,13277,686,14060,21,Employed,Married,3
10188,6210,4571,15950,771,27877,27,Unemployed,Married,3
10312,8090,1617,2422,633,11022,53,Retired,Single,4
5024,1886,3716,8227,608,19243,52,Retired,Married,4
10666,3930,1076,8967,827,41487,65,Unemployed,Single,1
6217,2905,4301,16411,839,47883,38,Unemployed,Married,4
9584,1623,4015,7539,462,1916,60,Employed,Married,3
12078,5497,2962,85,354,24648,58,Employed,Single,4
13660,7409,4840,6909,754,40449,18,Unemployed,Married,1
14579,5396,912,13316,604,45135,59,Unemployed,Married,1
8285,9566,4149,4653,401,44594,29,Unemployed,Married,1
10370,2227,4070,8033,687,38460,41,Retired,Married,4
4519,8539,3561,10748,507,16855,19,Unemployed,Single,2
9611,9215,343,13925,614,27736,64,Retired,Single,1
9856,5170,1192,5066,348,2335,37,Unemployed,Single,2
5432,2641,1932,12504,817,28192,33,Retired,Single,0
9457,5531,702,15896,447,29294,51,Employed,Married,1
7866,5242,1898,16640,510,11892,30,Employed,Single,2
8054,4344,3593,11998,671,43913,35,Retired,Single,2
12108,3711,198,13764,346,48971,46,Employed,Single,3
5070,2472,3232,1447,798,26524,68,Employed,Married,2
4781,1860,2822,12611,454,1301,60,Retired,Married,3
11530,4132,4484,15858,529,41508,31,Unemployed,Single,2
4516,4690,473,5700,599,30912,47,Unemployed,Married,2
14062,6448,4860,3343,457,15903,52,Retired,Married,0
14774,3124,1654,17077,546,28164,26,Employed,Single,2
8491,3256,591,10257,450,48195,54,Unemployed,Single,4
12106,9318,1848,14442,598,36469,63,Unemployed,Single,4
8949,6619,3041,11792,353,43435,56,Employed,Married,4
6290,7526,167,12412,522,26189,29,Retired,Single,0
7570,9932,4379,3665,766,6644,38,Retired,Married,2
12638,8475,3270,2674,785,6520,35,Unemployed,Married,0
4379,2475,4007,10590,743,34436,28,Retired,Single,2
12675,5818,4010,16734,437,3128,44,Employed,Married,3
10670,7423,4986,8840,591,16459,41,Retired,Married,0
13266,3813,3848,12062,509,40506,58,Retired,Single,4
3800,2287,2181,7044,510,17601,60,Retired,Married,4
12438,3928,1654,2063,687,9940,67,Retired,Married,4
13929,8164,4217,13011,695,37988,51,Employed,Married,2
8267,8983,832,7413,423,25776,37,Retired,Married,2
6495,2863,1021,18205,423,32745,30,Unemployed,Married,0
6257,5459,1993,12464,367,20005,64,Retired,Married,1
9558,3249,3492,10782,774,38907,25,Unemployed,Single,2
3981,8171,894,17969,657,32702,54,Employed,Single,1
13668,2040,1515,9870,755,1721,22,Retired,Single,1
5088,9134,3670,4659,645,42911,24,Unemployed,Single,2
5952,9982,288,2280,820,35649,61,Retired,Married,0
12203,5435,1076,3749,797,22565,69,Retired,Single,1
14656,5458,1371,2538,627,19704,29,Unemployed,Single,0
13942,5359,1074,16827,629,40718,58,Employed,Single,0
5126,9550,4934,18451,726,10968,21,Employed,Single,2
7812,6831,2959,11990,742,16098,57,Employed,Single,1
11063,9699,39,2534,394,9890,36,Employed,Single,0
6861,3157,4274,88,750,1621,18,Employed,Single,1
8903,7685,3622,19774,616,30657,60,Employed,Single,0
5591,5928,182,6577,786,17843,30,Retired,Single,2
12665,8737,1759,18325,304,26660,67,Retired,Single,0
13713,2539,1769,19694,670,25875,69,Unemployed,Single,2
12357,3616,4800,8263,487,16698,59,Employed,Married,2
6322,5518,496,17205,325,27006,62,Employed,Single,1
9437,9046,596,8072,461,25525,42,Employed,Married,1
11801,3324,2508,17199,429,39143,61,Unemployed,Single,1
13375,5034,3826,18082,832,24696,62,Retired,Single,3
13723,8170,4569,12538,709,32310,51,Retired,Married,1
5861,9754,684,11108,372,27964,52,Employed,Married,1
4655,9952,318,7362,532,6925,34,Retired,Married,0
4755,5071,3626,10234,405,32122,43,Retired,Married,3
11237,4692,1435,5691,308,40199,38,Retired,Married,3
12451,6453,2403,1953,349,34756,68,Employed,Married,0
9227,5775,2664,4963,821,25789,29,Retired,Married,1
7638,1854,4324,5986,741,17915,33,Retired,Single,4
14424,6529,728,7752,335,3917,69,Unemployed,Married,2
12643,4274,1287,11445,501,7885,37,Employed,Married,3
13310,2088,4001,4991,417,37387,27,Retired,Married,0
5567,2104,560,8447,468,11410,40,Employed,Married,4
13184,9865,1375,1931,811,30209,64,Retired,Single,2
6123,1853,1465,17495,529,14574,47,Employed,Married,4
8164,6934,2506,872,449,32521,25,Retired,Married,1
13532,1933,3886,7954,507,30061,68,Retired,Married,0
10081,9950,24,17945,360,40332,22,Unemployed,Married,2
7907,2367,1154,5526,416,31805,29,Employed,Married,2
12680,7264,4465,12920,538,36828,59,Retired,Single,1
12765,1893,1459,5560,347,15826,31,Unemployed,Single,1
7962,5254,4706,15389,747,48999,29,Unemployed,Single,1
13619,5870,1220,9085,767,31779,41,Employed,Married,0
10150,6021,2156,7715,592,36292,62,Employed,Married,3
4766,9199,3291,19068,724,13607,34,Unemployed,Single,4
6549,6078,719,9438,816,46712,18,Employed,Single,0
5309,9905,1105,17130,504,46883,59,Employed,Single,0
13596,3626,3769,5243,479,2100,54,Employed,Single,4
12634,9830,2479,6826,828,9310,28,Retired,Single,2
4976,5693,1920,4085,389,44728,59,Employed,Single,4
10180,5460,3079,6117,799,39069,23,Employed,Single,1
5490,2163,4731,17390,407,25201,32,Unemployed,Single,2
11917,4332,3169,9082,489,48740,58,Unemployed,Single,0
14995,6074,3172,10683,479,10233,57,Unemployed,Single,4
7381,7871,3330,14884,319,45095,40,Employed,Single,0
8987,9124,4451,2876,658,1496,40,Employed,Married,0
10425,7792,2058,18410,306,31443,55,Unemployed,Single,4
6619,6677,3321,5556,621,5174,55,Unemployed,Married,0
14079,9853,1870,5241,567,6530,66,Retired,Married,3
9060,8506,3621,15906,726,16098,29,Retired,Married,3
11689,4678,1145,14914,595,45092,24,Retired,Married,0
6976,7046,3991,5669,812,29114,54,Employed,Married,2
3704,5990,3373,5399,686,35421,33,Employed,Single,2
8452,6396,124,8933,563,41014,55,Unemployed,Married,2
9094,1685,311,13648,389,47828,57,Retired,Single,2
